_id,service_name,sequence,name_mm,road_mm,the_geom
0,1,1,လှည်းကူးဈေး,အမှတ်(၁)လမ်းမ,0101000020E61000004DBA2D910B0E584028806264C9183140
1,1,2,သဉ္ဇာဦး,အမှတ်(၁)လမ်းမ,0101000020E6100000D47E6B274A0E5840D026874F3A193140
2,1,3,လှည်းကူးတာဆုံ,အမှတ်(၁)လမ်းမ,0101000020E6100000E9616875720E58405853591476193140
3,1,4,လေးထောင့်ကန် (ဆိုက်မွေး-၁),အမှတ်(၂)လမ်းမ,0101000020E61000007C629D2ADF1258408BE07F2BD9F53040
4,1,5,ရိပ်သာ,အမှတ်(၂)လမ်းမ,0101000020E6100000DC4AAFCDC6125840C8D3F20357F53040
5,1,6,သမ,အမှတ်(၂)လမ်းမ,0101000020E610000026A77686A9125840B2BD16F4DEF43040
6,1,7,ဦးခွေးပု,အမှတ်(၂)လမ်းမ,0101000020E6100000EDD632198E125840EECD6F9868F43040
7,1,8,မုန့်ဖို,အမှတ်(၂)လမ်းမ,0101000020E61000007632384A5E125840E23FDD4081F33040
8,1,9,သပြေခြံ,အမှတ်(၂)လမ်းမ,0101000020E6100000DBFB54151A125840EFAA07CC43F23040
9,1,10,ဒီဇင်ဘာအလယ်ပေါက်,အမှတ်(၂)လမ်းမ,0101000020E610000063EFC517ED1158407DAEB6627FF13040
10,1,11,အအေးခန်း,အမှတ်(၂)လမ်းမ,0101000020E6100000EF1AF4A5B7115840DB85E63A8DF03040
11,1,12,ယူနစ် (၃),အမှတ်(၂)လမ်းမ,0101000020E6100000524832AB771158408FDFDBF467EF3040
12,1,13,စီးပွားရေးတက္ကသိုလ်,အမှတ်(၂)လမ်းမ,0101000020E61000003B8908FF2211584074ECA012D7ED3040
13,1,14,ကြိုဆိုရေး,အမှတ်(၂)လမ်းမ,0101000020E61000000F5EBBB4E110584065C39ACAA2EC3040
14,1,15,ဆည်မြောင်း,အမှတ်(၂)လမ်းမ,0101000020E61000003E5A9C31CC1058402AA913D044EC3040
15,1,16,တစ်ရာ့လေးဆယ်,အမှတ်(၂)လမ်းမ,0101000020E61000009A22C0E95D1058402063EE5A42EA3040
16,1,17,ကျောင်းရှေ့,အမှတ်(၂)လမ်းမ,0101000020E6100000E7C6F4842510584097FE25A94CE93040
17,1,18,အကြော်တဲ,အမှတ်(၂)လမ်းမ,0101000020E6100000E200FA7DFF0F5840BA4C4D8237E83040
18,1,19,ညောင်ပင်,အမှတ်(၂)လမ်းမ,0101000020E6100000BBECD79DEE0F58404A0856D5CBE73040
19,1,20,အကောက်ခွန်,အမှတ်(၂)လမ်းမ,0101000020E6100000950C0055DC0F5840BA83D89942E73040
20,1,21,လိုင်စင်ရုံး (အလယ်ပေါက်),အမှတ်(၂)လမ်းမ,0101000020E6100000683F5244860F584017B6662B2FE53040
21,1,22,ဦးထွန်းမြတ်,အမှတ်(၂)လမ်းမ,0101000020E6100000ACE46377810F58409D0DF96706E53040
22,1,23,ဆေးရုံရှေ့,အမှတ်(၂)လမ်းမ,0101000020E6100000FE481119560F58407AA86DC328E43040
23,1,24,ကျောက်လမ်း,အမှတ်(၂)လမ်းမ,0101000020E610000003D0285DFA0E58401077F52A32E23040
24,1,25,တပ်ရင်း (၃),အမှတ်(၂)လမ်းမ,0101000020E610000068041BD7BF0E58405E4C33DDEBE03040
25,1,26,လေကျောင်း,အမှတ်(၂)လမ်းမ,0101000020E610000004E5B67D8F0E58400C40A374E9DF3040
26,1,27,သင်တန်းကျောင်း,အမှတ်(၂)လမ်းမ,0101000020E6100000BC7669C3610E584018B0E42A16DF3040
27,1,28,နတ်စင်,အမှတ်(၂)လမ်းမ,0101000020E610000066A4DE53390E58400EDAAB8F87DE3040
28,1,29,တောင်/မြောက်လမ်းဆုံ,အမှတ်(၂)လမ်းမ,0101000020E6100000D9B11188D70D5840FDF84B8BFADC3040
29,1,30,တံတားဖြူ,အမှတ်(၂)လမ်းမ,0101000020E61000003BDF4F8D970D58404B94BDA59CDB3040
30,1,31,ကားကြီးဂိတ်,အမှတ်(၂)လမ်းမ,0101000020E61000005F0A0F9A5D0D584055BFD2F9F0D83040
31,1,32,စံပြဈေး/ ငမိုးရိပ်,လေးထောင့်ကန်လမ်း,0101000020E6100000E388B5F8140D584069739CDB84D73040
32,1,33,မေတ္တာရွှေရည်,လေးထောင့်ကန်လမ်း,0101000020E61000000B09185DDE0C584037E15E99B7D63040
33,1,34,ဘဝမြင့်,လေးထောင့်ကန်လမ်း,0101000020E6100000D40B3ECDC90C5840CB2BD7DB66D63040
34,1,35,ကုလားစု,လေးထောင့်ကန်လမ်း,0101000020E61000009126DE019E0C5840831953B0C6D53040
35,1,36,ဘီအိုစီ,လေးထောင့်ကန်လမ်း,0101000020E61000000EA320787C0C58402EC72B103DD53040
36,1,37,ဘုရားလမ်း,လေးထောင့်ကန်လမ်း,0101000020E61000000B7C45B75E0C584039B709F7CAD43040
37,1,38,ဇဝန,လေးထောင့်ကန်လမ်း,0101000020E6100000187959130B0C584036751E15FFD33040
38,1,39,သရက်တော,သုမင်္ဂလာလမ်း,0101000020E61000000890A163070C58403A07CF8426D53040
39,1,40,အောင်ရတနာ,သုမင်္ဂလာလမ်း,0101000020E6100000378C82E0F10B5840CE37A27BD6D53040
40,1,41,(၁၄/၁၅) လမ်းဆုံ,ရတနာလမ်း,0101000020E610000019709692E50B584058A835CD3BD63040
41,1,42,ကျိုက္ကစံဘုရား,ရတနာလမ်း,0101000020E61000008C2D0439280C584081069B3A8FD63040
42,1,43,ဂိတ်ဟောင်း,ရတနာလမ်း,0101000020E61000000B62A06B5F0C58403B70CE88D2D63040
43,1,44,အာနန္ဒာဘုရား,ရတနာလမ်း,0101000020E6100000389ECF807A0C584064CE33F625D73040
44,1,45,ဘဝမြင့်,ရတနာလမ်း,0101000020E6100000809E060C920C5840707B82C476D73040
45,1,46,ဒေဝဒဟ,ရတနာလမ်း,0101000020E6100000E1D05B3CBC0C584052431B800DD83040
46,1,47,လိုင်စင်ရုံး,သံသုမာလမ်း,0101000020E610000025E7C41EDA0C5840B72A89EC83D83040
47,1,48,စံပြဈေး/ ငမိုးရိပ်,သံသုမာလမ်း,0101000020E6100000663046240A0D5840276C3F19E3D73040
48,1,49,ကားကြီးဂိတ်,အမှတ်(၂)လမ်းမ,0101000020E610000071C63027680D58401268B0A9F3D83040
49,1,50,တံတားဖြူ,အမှတ်(၂)လမ်းမ,0101000020E61000003C139A24960D5840CCB392567CDB3040
50,1,51,တောင်/မြောက်လမ်းဆုံ,အမှတ်(၂)လမ်းမ,0101000020E6100000D8497D59DA0D58408E041A6CEADC3040
51,1,52,နတ်စင်,အမှတ်(၂)လမ်းမ,0101000020E61000006F826F9A3E0E5840C7F319506FDE3040
52,1,53,သင်တန်းကျောင်း,အမှတ်(၂)လမ်းမ,0101000020E6100000C520B072680E58401B6327BC04DF3040
53,1,54,လေကျောင်း,အမှတ်(၂)လမ်းမ,0101000020E61000000F2BDCF2910E58401BF2CF0CE2DF3040
54,1,55,တပ်ရင်း (၃),အမှတ်(၂)လမ်းမ,0101000020E6100000637B2DE8BD0E58401766A19DD3E03040
55,1,56,ကျောက်လမ်း,အမှတ်(၂)လမ်းမ,0101000020E61000000168942EFD0E5840D97C5C1B2AE23040
56,1,57,ဆေးရုံရှေ့,အမှတ်(၂)လမ်းမ,0101000020E6100000074147AB5A0F584057B5A4A31CE43040
57,1,58,ဦးထွန်းမြတ်,အမှတ်(၂)လမ်းမ,0101000020E6100000A60D87A5810F584066136058FEE43040
58,1,59,လိုင်စင်ရုံး (အလယ်ပေါက်),အမှတ်(၂)လမ်းမ,0101000020E6100000723788D68A0F5840C5724BAB21E53040
59,1,60,အကောက်ခွန်,အမှတ်(၂)လမ်းမ,0101000020E6100000938AC6DADF0F58404B8FA67A32E73040
60,1,61,ညောင်ပင်,အမှတ်(၂)လမ်းမ,0101000020E6100000B950F9D7F20F5840D0B69A75C6E73040
61,1,62,အကြော်တဲ,အမှတ်(၂)လမ်းမ,0101000020E6100000F88C4468041058408352B4722FE83040
62,1,63,ကျောင်းရှေ့,အမှတ်(၂)လမ်းမ,0101000020E6100000FB1EF5D72B105840740B5D8940E93040
63,1,64,တစ်ရာ့လေးဆယ်,အမှတ်(၂)လမ်းမ,0101000020E610000058FFE7305F1058405DFDD8243FEA3040
64,1,65,ဆည်မြောင်း,အမှတ်(၂)လမ်းမ,0101000020E6100000486C770FD0105840F3AE7AC03CEC3040
65,1,67,ကြိုဆိုရေး,အမှတ်(၂)လမ်းမ,0101000020E6100000A359D93EE4105840E17CEA58A5EC3040
66,1,68,စီးပွားရေးတက္ကသိုလ်,အမှတ်(၂)လမ်းမ,0101000020E610000047E9D2BF2411584088F37002D3ED3040
67,1,69,ယူနစ် (၃),အမှတ်(၂)လမ်းမ,0101000020E610000066868DB27E1158406342CC2555EF3040
68,1,70,အအေးခန်း,အမှတ်(၂)လမ်းမ,0101000020E6100000ED7E15E0BB115840959F54FB74F03040
69,1,71,ဒီဇင်ဘာအလယ်ပေါက်,အမှတ်(၂)လမ်းမ,0101000020E610000078616BB6F2115840E813799274F13040
70,1,72,သပြေခြံ,အမှတ်(၂)လမ်းမ,0101000020E6100000EE05668522125840D461855B3EF23040
71,1,73,မုန့်ဖို,အမှတ်(၂)လမ်းမ,0101000020E610000075CAA31B611258408FFCC1C073F33040
72,1,74,ဦးခွေးပု,အမှတ်(၂)လမ်းမ,0101000020E6100000EA20AF07931258400588821953F43040
73,1,75,သမ,အမှတ်(၂)လမ်းမ,0101000020E61000003C670B08AD1258400072C284D1F43040
74,1,76,ရိပ်သာ,အမှတ်(၂)လမ်းမ,0101000020E610000064E60297C712584075ADBD4F55F53040
75,1,77,လေးထောင့်ကန် (ဆိုက်မွေး-၁),အမှတ်(၂)လမ်းမ,0101000020E61000001F2DCE18E612584037DE1D19ABF53040
76,1,78,လှည်းကူးတာဆုံ,အမှတ်(၁)လမ်းမ,0101000020E610000025AE635C710E584061FD9FC37C193140
77,1,79,သဉ္ဇာဦး,အမှတ်(၁)လမ်းမ,0101000020E6100000D600A5A1460E5840D026874F3A193140
78,1,80,လှည်းကူးဈေး,အမှတ်(၁)လမ်းမ,0101000020E61000004F081D74090E584011C64FE3DE183140
79,2,1,(၁၁) လမ်း,ကျွန်းရွှေဝါလမ်း,0101000020E6100000300F99F22111584037FE4465C3D23040
80,2,2,(၃၂) ဂိတ်,ကျွန်းရွှေဝါလမ်း,0101000020E6100000744694F60611584094F7713447D23040
81,2,3,ဆောက်လုပ်ရေး,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000EF1B5F7B660F58407653CA6B25D43040
82,2,4,စစ်တောင်းလမ်းထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000842C0B26FE0E58409833DB15FAD43040
83,2,5,ရွှေတောင်ကြားလမ်း,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000031EC3026FD0E5840C9AF1F6283D53040
84,2,6,ဧရာဝတီလမ်းထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000EB707495EE0E5840228AC91B60D63040
85,2,7,စက်မှုဇုံဈေး,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000004B766C04E20E584023DA8EA9BBD63040
86,2,8,ကြာကန်,လှော်ကားလမ်း,0101000020E6100000C58D5BCCCF0E58400000000000D83040
87,2,9,သစ္စာ,လှော်ကားလမ်း,0101000020E6100000F4177AC4E80E5840C287122D79D83040
88,2,10,ကုန်တိုက်,လှော်ကားလမ်း,0101000020E610000013F06B24090F5840E09EE74F1BD93040
89,2,11,(၂၀) ဈေး,လှော်ကားလမ်း,0101000020E61000005C3E92921E0F58408A90BA9D7DD93040
90,2,12,ကားလေးဂိတ်,လှော်ကားလမ်း,0101000020E610000094DA8B683B0F58405D6C5A2904DA3040
91,2,13,ဘုန်းကြီးကျောင်းကွေ့,လှော်ကားလမ်း,0101000020E6100000E1B4E0455F0F5840677C5F5CAADA3040
92,2,14,တံတားထိပ်,မောင်းမကန်ကန်သာလမ်း,0101000020E610000080B6D5AC330F5840EB01F39029DB3040
93,2,15,ကွမ်းယာဆိုင်,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000E10D6954E00E5840A7AD11C138DC3040
94,2,16,မြို့ဦးကျောင်း,မောင်းမကန်ကန်သာလမ်း,0101000020E61000007500C45DBD0E58402BF9D85DA0DC3040
95,2,17,တောင်/မြောက်လမ်းဆုံ,အမှတ်(၂)လမ်းမ,0101000020E6100000D9B11188D70D5840FDF84B8BFADC3040
96,2,20,မြို့ဦးစေတီ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000E6E8F17B9B0D584004C765DCD4DC3040
97,2,21,တံတားထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000005C548B88620D58408A3E1F65C4DD3040
98,2,22,ကပရ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000069FCC22B490D584067994528B6DE3040
99,2,23,အားကစားကွင်း,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000049F3C7B4360D5840115663096BDF3040
100,2,24,မဝတ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000096EB6D33150D584045BDE0D39CE03040
101,2,25,စွမ်းအင်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000005E83BEF4F60C5840E27327D87FE13040
102,2,26,ကုန်ပဒေသာ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000001CEF8E8CD50C5840CE35CCD078E23040
103,2,27,ရုံးရှေ့,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000E338F06AB90C58400D8D278238E33040
104,2,28,(၇/၈) လမ်းဆုံ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000768C2B2E8E0C5840F964C57075E43040
105,2,29,(၄၅) မှတ်တိုင်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000039B874CC790C5840ADDC0BCC0AE53040
106,2,30,(၄၆) လမ်းဆုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000226DE34F540C5840271422E010E63040
107,2,32,ကြားမှတ်တိုင်,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000009ECF807A330C5840711C78B5DCE53040
108,2,33,ဗထူးဈေး,ဗိုလ်မှူးဗထူးလမ်း,0101000020E610000017D7F84CF60B58405BE9B5D958E53040
109,2,34,ဗညားဒလ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000C746205ED70B5840BDC804FC1AE53040
110,2,35,ကျောင်းလေးရှေ့,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000791EDC9DB50B5840035FD1ADD7E43040
111,2,36,(၄၄) လမ်းဆုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000002AA8A8FA950B584049F59D5F94E43040
112,2,37,ကျန်းမာရေး,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000C82764E76D0B5840DD3F16A243E43040
113,2,38,ကျောင်းကွေ့,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000004015376E310B5840B40584D6C3E33040
114,2,39,ဖြိုးစံပယ်,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000009816F549EE0A58402C2B4D4A41E33040
115,2,40,ခေမာ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E610000018946934B90A584071E5EC9DD1E23040
116,2,41,ဂန္ဓာရုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000992B836A830A584027C0B0FCF9E23040
117,2,42,ဂိတ်ဟောင်း,စက်မှုဇုန်လမ်း,0101000020E6100000DC4944F8170A5840EF3A1BF2CFE43040
118,2,43,ရုံးသစ်,ခေမာသီလမ်း,0101000020E61000003354C554FA095840143DF03158E53040
119,2,44,မေဓာဝီ,ခေမာသီလမ်း,0101000020E610000010AFEB17EC09584086730D3334E63040
120,2,45,ဥက္ကာ,ခေမာသီလမ်း,0101000020E610000007EBFF1CE60958408602B68311E73040
121,2,46,ရုံး,ခေမာသီလမ်း,0101000020E6100000E99D0AB8E7095840FCAA5CA8FCE73040
122,2,47,ဲမြရတနာ,ခေမာသီလမ်း,0101000020E61000005610035DFB09584089997D1EA3E83040
123,2,48,နွယ်သာဂီ,ခေမာသီလမ်း,0101000020E61000004AB3791C060A5840AD68739CDBE83040
124,2,49,ရုပ်ရှင်ရုံ,ခေမာသီလမ်း,0101000020E6100000BC0512143F0A58405CAFE94141E93040
125,2,50,(ဈ) ဈေး,ခေမာသီလမ်း,0101000020E61000001E3526C45C0A584039984D8061E93040
126,2,52,ကန်သာယာ,သုဓမ္မာလမ်း,0101000020E6100000AC527AA6970A5840569929ADBFE93040
127,2,53,ဧရာ,သုဓမ္မာလမ်း,0101000020E610000068226C787A0A58401CEF8E8CD5EA3040
128,2,54,(၆) ကွေ့,သုဓမ္မာလမ်း,0101000020E6100000B119E0826C0A5840460C3B8C49EB3040
129,2,55,ဓမ္မာရုံ,သုဓမ္မာလမ်း,0101000020E6100000B9DE3653210A58405307793D98EC3040
130,2,56,အောင်မင်္ဂလာအဝေးပြေး,သုဓမ္မာလမ်း,0101000020E610000076FC1708020A58402330D63730ED3040
131,2,57,အောင်မင်္ဂလာအဝေးပြေး,သုဓမ္မာလမ်း,0101000020E6100000562AA8A8FA095840D82E6D382CED3040
132,2,58,ဓမ္မာရုံ,သုဓမ္မာလမ်း,0101000020E6100000A6EECA2E180A5840D9B5BDDD92EC3040
133,2,59,(၆) ကွေ့,သုဓမ္မာလမ်း,0101000020E61000002DEDD45C6E0A5840E6AC4F3926EB3040
134,2,60,ကန်သာယာ,သုဓမ္မာလမ်း,0101000020E61000009EB7B1D9910A5840FBE59315C3E93040
135,2,61,(ဈ) ဈေး,ခေမာသီလမ်း,0101000020E61000001CCD91955F0A58401E8997A773E93040
136,2,62,ရုပ်ရှင်ရုံ,ခေမာသီလမ်း,0101000020E610000045D5AF743E0A584093A9825149E93040
137,2,63,နွယ်သာဂီ,ခေမာသီလမ်း,0101000020E61000005BEA20AF070A584066F6798CF2E83040
138,2,64,ဲမြရတနာ,ခေမာသီလမ်း,0101000020E610000045D61A4AED0958407C60C77F81E83040
139,2,65,ရုံး,ခေမာသီလမ်း,0101000020E61000006DE4BA29E50958401F813FFCFCE73040
140,2,66,ဥက္ကာ,ခေမာသီလမ်း,0101000020E6100000F701486DE209584018EAB0C22DE73040
141,2,67,မေဓာဝီ,ခေမာသီလမ်း,0101000020E61000000262122EE409584073486AA164E63040
142,2,68,ရုံးသစ်,ခေမာသီလမ်း,0101000020E610000034D6FECEF6095840199293895BE53040
143,2,69,ဂိတ်ဟောင်း,စက်မှုဇုန်လမ်း,0101000020E610000054E23AC6150A58402618CE35CCE43040
144,2,70,ဂန္ဓာရုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000904DF2237E0A584003CDE7DCEDE23040
145,2,71,ခေမာ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000002DD2C43BC00A584016F88A6EBDE23040
146,2,72,ဖြိုးစံပယ်,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000A2427573F10A584057EC2FBB27E33040
147,2,73,ကျောင်းကွေ့,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000003FADA23F340B58406D1FF296ABE33040
148,2,74,ကျန်းမာရေး,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000C6BFCFB8700B58400801F9122AE43040
149,2,75,(၄၄) လမ်းဆုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000002AA8A8FA950B5840B70DA32078E43040
150,2,76,ကျောင်းလေးရှေ့,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000006D3CD862B70B5840BC783F6EBFE43040
151,2,77,ဗညားဒလ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000C6C4E6E3DA0B5840F0332E1C08E53040
152,2,78,ဗထူးဈေး,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000001555BFD2F90B5840575A46EA3DE53040
153,2,79,ကြားမှတ်တိုင်,ဗိုလ်မှူးဗထူးလမ်း,0101000020E61000009EB5DB2E340C5840B0E42A16BFE53040
154,2,80,(၄၆) လမ်းဆုံ,ဗိုလ်မှူးဗထူးလမ်း,0101000020E6100000AC70CB47520C5840BC74931804E63040
155,2,81,(၄၅) မှတ်တိုင်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000274A42226D0C58402BBD361B2BE53040
156,2,82,(၇/၈) လမ်းဆုံ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000006C94F59B890C58406075E44867E43040
157,2,83,ရုံးရှေ့,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000800F5EBBB40C5840923B6C2233E33040
158,2,84,ကုန်ပဒေသာ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000007B13385CE0C5840ED9925016AE23040
159,2,85,စွမ်းအင်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000055A52DAEF10C58403128D36872E13040
160,2,86,မဝတ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000F60D4C6E140D58408BAA5FE97CE03040
161,2,87,အားကစားကွင်း,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000FEF15EB5320D5840255D33F966DF3040
162,2,88,ကပရ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000001958C7F1430D58403E062B4EB5DE3040
163,2,89,တံတားထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000009A081B9E5E0D5840BE2EC37FBADD3040
164,2,90,မြို့ဦးစေတီ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000F12E17F19D0D5840C93D5DDDB1DC3040
165,2,91,တောင်/မြောက်လမ်းဆုံ,အမှတ်(၂)လမ်းမ,0101000020E6100000D8497D59DA0D58408E041A6CEADC3040
166,2,93,မြို့ဦးကျောင်း,မောင်းမကန်ကန်သာလမ်း,0101000020E61000007077D66EBB0E5840F4FE3F4E98DC3040
167,2,94,ကွမ်းယာဆိုင်,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000D86322A5D90E5840BBB4E1B034DC3040
168,2,95,တံတားထိပ်,မောင်းမကန်ကန်သာလမ်း,0101000020E610000087DBA161310F5840B3075A8121DB3040
169,2,96,ဘုန်းကြီးကျောင်းကွေ့,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000E202D0285D0F58400C8FFD2C96DA3040
170,2,97,ကားလေးဂိတ်,လှော်ကားလမ်း,0101000020E61000008F519E79390F58407C0A80F10CDA3040
171,2,98,(၂၀) ဈေး,လှော်ကားလမ်း,0101000020E610000057B5A4A31C0F58400937195586D93040
172,2,99,ကုန်တိုက်,လှော်ကားလမ်း,0101000020E61000000E677E35070F584042942F6821D93040
173,2,100,သစ္စာ,လှော်ကားလမ်း,0101000020E6100000F67F0EF3E50E58406876DD5B91D83040
174,2,101,ကြာကန်,လှော်ကားလမ်း,0101000020E6100000BB7B80EECB0E5840FCE4284014D83040
175,2,102,စက်မှုဇုံဈေး,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000034828DEBDF0E584062A2410A9ED63040
176,2,103,ဧရာဝတီလမ်းထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000FF5D9F39EB0E58401AE0826C59D63040
177,2,104,ရွှေတောင်ကြားလမ်း,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000001C60E63BF80E5840E1455F419AD53040
178,2,105,စစ်တောင်းလမ်းထိပ်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000857AFA08FC0E584094A46B26DFD43040
179,2,106,ဆောက်လုပ်ရေး,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000EC14AB06610F58402A52616C21D43040
180,2,107,(၃၂) ဂိတ်,ကျွန်းရွှေဝါလမ်း,0101000020E6100000BC74931804115840B7F1272A1BD23040
181,2,108,(၁၁) လမ်း,ကျွန်းရွှေဝါလမ်း,0101000020E61000004567994528115840D542C9E4D4D23040
182,3,1,(၁၁) လမ်း,ကျွန်းရွှေဝါလမ်း,0101000020E61000004567994528115840D542C9E4D4D23040
183,3,2,ပိတောက်ကွေ့,ကျွန်းရွှေဝါလမ်း,0101000020E61000004CC631923D115840C3B7B06EBCD33040
184,3,3,မုခ်ဦး (ယုဇနဥယျာဉ်),ပဲခူးမြစ်လမ်း,0101000020E6100000DCBDDC2747115840596B28B517D53040
185,3,4,မဝတရုံးရှေ့/အိုးအိမ်,ပဲခူးမြစ်လမ်း,0101000020E6100000C5E40D30F31058409CC24A0515D53040
186,3,5,မြနန္ဒာ,ပဲခူးမြစ်လမ်း,0101000020E61000005BB56B425A105840BA13ECBFCED53040
187,3,6,ရတနာလမ်း,ပဲခူးမြစ်လမ်း,0101000020E61000009B20EA3E001058406405BF0D31D63040
188,3,7,သိမ်ကျောင်း,ဧရာဝဏ်လမ်းမကြီး,0101000020E6100000A3772AE09E0F5840B4E55C8AABD63040
189,3,8,ဧရာဝဏ်,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000F2D3B837BF0F584082ACA7565FD93040
190,3,9,အဝေရာ,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000AC3B16DBA40F5840484F9143C4D93040
191,3,10,ဘုန်းကြီးကျောင်းကွေ့,မောင်းမကန်ကန်သာလမ်း,0101000020E6100000ED629AE95E0F5840B6300BED9CDA3040
192,3,11,တံတားထိပ်,မောင်းမကန်ကန်သာလမ်း,0101000020E610000080B6D5AC330F5840EB01F39029DB3040
193,3,12,(၁၈) ကွေ့,စည်ပင်လမ်း,0101000020E6100000170E8464010F5840FCDF1115AADB3040
194,3,13,ကျန်းမာရေး,စည်ပင်လမ်း,0101000020E6100000FF91E9D0E90E5840BCEB6CC83FDB3040
195,3,14,ကျောင်းရှေ့,စည်ပင်လမ်း,0101000020E6100000BB61DBA2CC0E58403411363CBDDA3040
196,3,15,ဂိတ်ဟောင်း,စည်ပင်လမ်း,0101000020E6100000815D4D9EB20E58401B2B31CF4ADA3040
197,3,16,ကုန်ပဒေသာ,စည်ပင်လမ်း,0101000020E61000003483F8C08E0E5840CA6E66F4A3D93040
198,3,17,သစ်ဆိုင်ကွေ့,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000008C9E5BE84A0E5840070B2769FED83040
199,3,18,ယောက်ကော်,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000059DC7F643A0E58402330D63730D93040
200,3,19,ပန်းခြံ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E6100000D1950854FF0D58405917B7D100DA3040
201,3,20,သံလမ်း,ပြည်ထောင်စုလမ်းမကြီး,0101000020E61000009DF7FF71C20D5840F54883DBDADA3040
202,3,21,တောင်/မြောက်လမ်းဆုံ,ပြည်ထောင်စုလမ်းမကြီး,0101000020E610000034F790F0BD0D58406F63B323D5DB3040
203,3,22,တံတားဖြူ,အမှတ်(၂)လမ်းမ,0101000020E61000003BDF4F8D970D58404B94BDA59CDB3040
204,3,24,ကားကြီးဂိတ်,အမှတ်(၂)လမ်းမ,0101000020E61000005F0A0F9A5D0D584055BFD2F9F0D83040
205,3,25,စံပြဈေး/ ငမိုးရိပ်,လေးထောင့်ကန်လမ်း,0101000020E6100000E388B5F8140D584069739CDB84D73040
206,3,26,မေတ္တာရွှေရည်,လေးထောင့်ကန်လမ်း,0101000020E61000000B09185DDE0C584037E15E99B7D63040
207,3,27,ဘဝမြင့်,လေးထောင့်ကန်လမ်း,0101000020E6100000D40B3ECDC90C5840CB2BD7DB66D63040
208,3,28,ကုလားစု,လေးထောင့်ကန်လမ်း,0101000020E61000009126DE019E0C5840831953B0C6D53040
209,3,29,ဘီအိုစီ,လေးထောင့်ကန်လမ်း,0101000020E61000000EA320787C0C58402EC72B103DD53040
